record_id,date,city,country,region,temperature_c,humidity_pct,rainfall_mm,wind_speed_kmh,pressure_hpa
832,2025-01-22,Moscow,Russia,Europe,5.9,72.2,,11.1,1013.5
1044,2025-02-23,Los Angeles,USA,North America,22.5,57.3,0.0,11.9,1005.8
758,2025-02-07,Berlin,Germany,Europe,11.1,72.5,0.0,16.1,1020.8
1461,2025-01-21,Lima,Peru,South America,18.8,70.9,0.0,17.0,1015.7
887,2025-03-18,Moscow,Russia,Europe,4.4,50.2,2.9,11.6,1009.7
288,2025-01-18,Singapore,Singapore,Asia,29.9,78.0,15.4,17.9,1017.4
1792,2025-03-23,Nairobi,Kenya,Africa,25.6,50.7,2.6,20.7,1011.2
2005,2025-01-25,Auckland,New Zealand,Oceania,20.5,82.8,9.4,15.4,1017.6
1081,2025-01-01,Mexico City,Mexico,North America,14.1,54.8,5.1,15.5,1007.9
1704,2025-03-25,Lagos,Nigeria,Africa,31.5,74.6,12.2,11.2,1019.8
1614,2025-03-25,Cairo,Egypt,Africa,27.2,54.3,3.7,15.2,1010.8
1626,2025-01-06,Lagos,Nigeria,Africa,29.6,89.0,3.2,13.9,1014.7
1585,2025-02-24,Cairo,Egypt,Africa,29.5,54.4,0.0,22.7,1011.1
652,2025-01-22,Paris,France,Europe,13.8,65.0,0.2,22.1,1021.6
412,2025-02-21,Beijing,China,Asia,14.1,41.2,5.5,16.6,1014.2
377,2025-01-17,Beijing,China,Asia,16.6,57.9,0.0,11.4,1012.8
263,2025-03-24,Tokyo,Japan,Asia,19.9,66.5,9.6,18.3,1013.1
1244,2025-03-15,Toronto,Canada,North America,8.7,,0.0,13.4,1021.2
710,2025-03-21,Paris,France,Europe,16.7,77.5,8.9,8.3,1012.8
729,2025-01-09,Berlin,Germany,Europe,9.4,68.5,0.0,14.8,1008.1
1644,2025-01-24,Lagos,Nigeria,Africa,29.2,93.9,0.0,13.7,1005.0
1065,2025-03-16,Los Angeles,USA,North America,22.4,45.4,5.3,16.3,1014.2
367,2025-01-07,Beijing,China,Asia,15.3,46.9,5.8,16.7,1009.3
13,2025-01-13,Bangkok,Thailand,Asia,29.7,73.5,3.6,7.8,1017.9
130,2025-02-09,Chiang Mai,Thailand,Asia,28.9,43.4,4.8,13.6,1017.2
674,2025-02-13,Paris,France,Europe,19.6,67.8,3.7,17.4,1013.8
510,2025-03-01,Mumbai,India,Asia,32.5,59.0,3.7,21.1,1025.5
982,2025-03-23,New York,USA,North America,19.3,58.0,0.0,16.6,1008.1
1216,2025-02-15,Toronto,Canada,North America,9.9,54.8,,7.0,1021.0
1398,2025-02-17,Buenos Aires,Argentina,South America,19.6,56.8,11.4,14.9,1012.7
1492,2025-02-21,Lima,Peru,South America,19.5,67.7,4.0,11.3,1004.9
1772,2025-03-03,Nairobi,Kenya,Africa,20.8,61.7,4.5,5.4,1002.1
1233,2025-03-04,Toronto,Canada,North America,12.9,72.0,0.0,5.8,1022.5
598,2025-02-27,London,UK,Europe,12.0,77.0,3.4,8.2,1027.5
987,2025-03-28,New York,USA,North America,19.7,44.5,9.1,21.7,1010.2
373,2025-01-13,Beijing,China,Asia,13.6,51.5,5.2,4.5,1020.8
39,2025-02-08,Bangkok,Thailand,Asia,31.4,81.9,8.9,7.5,1014.0
1340,2025-03-21,Sao Paulo,Brazil,South America,21.2,80.0,9.5,8.2,1008.1
1375,2025-01-25,Buenos Aires,Argentina,South America,20.7,73.3,0.0,12.3,1004.9
1055,2025-03-06,Los Angeles,USA,North America,24.8,75.7,0.0,19.2,1010.5
77,2025-03-18,Bangkok,Thailand,Asia,31.8,70.2,0.0,11.8,1008.4
948,2025-02-17,New York,USA,North America,18.3,55.7,3.1,6.8,1017.2
1518,2025-03-19,Lima,Peru,South America,20.8,66.7,4.3,17.4,1014.0
1988,2025-01-08,Auckland,New Zealand,Oceania,15.9,80.5,7.4,7.4,1001.5
302,2025-02-01,Singapore,Singapore,Asia,29.0,85.6,12.8,15.5,1021.9
713,2025-03-24,Paris,France,Europe,16.5,65.9,0.0,22.2,1018.8
1924,2025-02-03,Sydney,Australia,Oceania,21.2,73.1,0.0,21.2,1009.1
1235,2025-03-06,Toronto,Canada,North America,10.4,66.1,1.5,7.1,1015.0
215,2025-02-04,Tokyo,Japan,Asia,18.1,63.8,4.3,7.3,1019.0
947,2025-02-16,New York,USA,North America,12.9,61.6,0.0,17.8,1014.7
339,2025-03-10,Singapore,Singapore,Asia,33.2,76.2,12.5,6.9,1013.8
259,2025-03-20,Tokyo,Japan,Asia,,79.9,4.0,20.0,1013.5
1252,2025-03-23,Toronto,Canada,North America,7.4,76.1,0.0,9.0,1011.0
1599,2025-03-10,Cairo,Egypt,Africa,29.7,,6.6,20.4,1008.8
567,2025-01-27,London,UK,Europe,8.5,70.6,9.3,13.4,1011.5
1470,2025-01-30,Lima,Peru,South America,18.4,68.4,,9.6,1021.5
726,2025-01-06,Berlin,Germany,Europe,8.0,63.3,5.1,5.7,1009.2
701,2025-03-12,Paris,France,Europe,18.7,67.0,3.2,15.3,1010.0
424,2025-03-05,Beijing,China,Asia,15.3,43.2,0.0,0.0,1011.9
1460,2025-01-20,Lima,Peru,South America,19.3,68.4,0.0,10.7,1019.7
101,2025-01-11,Chiang Mai,Thailand,Asia,30.1,80.3,0.0,18.4,1009.1
309,2025-02-08,Singapore,Singapore,Asia,30.4,94.2,15.6,12.3,1009.4
800,2025-03-21,Berlin,Germany,Europe,14.0,53.4,0.7,24.9,1015.2
629,2025-03-30,London,UK,Europe,17.1,61.0,2.6,11.4,1015.6
1167,2025-03-28,Mexico City,Mexico,North America,20.4,57.0,0.0,19.9,1014.1
655,2025-01-25,Paris,France,Europe,13.1,65.0,6.5,19.3,1007.5
1547,2025-01-17,Cairo,Egypt,Africa,28.0,,0.0,15.0,1013.7
909,2025-01-09,New York,USA,North America,11.0,77.6,0.0,11.4,1015.2
1344,2025-03-25,Sao Paulo,Brazil,South America,25.1,80.4,4.7,25.5,1018.2
1692,2025-03-13,Lagos,Nigeria,Africa,32.6,90.1,7.1,9.8,1022.5
482,2025-02-01,Mumbai,India,Asia,33.4,59.6,9.3,19.9,1006.1
1254,2025-03-25,Toronto,Canada,North America,13.3,65.6,6.9,20.8,1016.0
38,2025-02-07,Bangkok,Thailand,Asia,34.2,78.8,7.7,9.9,1003.9
1331,2025-03-12,Sao Paulo,Brazil,South America,24.4,69.2,2.0,17.0,1009.7
1836,2025-02-05,Cape Town,South Africa,Africa,18.4,75.1,0.0,8.8,1010.3
717,2025-03-28,Paris,France,Europe,999.0,82.7,10.7,7.7,1013.4
799,2025-03-20,Berlin,Germany,Europe,,66.2,0.0,19.5,1000.6
1260,2025-03-31,Toronto,Canada,North America,14.7,57.6,0.0,12.9,1009.5
549,2025-01-09,London,UK,Europe,12.7,81.7,3.2,18.3,997.8
129,2025-02-08,Chiang Mai,Thailand,Asia,28.6,78.4,4.0,6.0,1011.5
1534,2025-01-04,Cairo,Egypt,Africa,24.9,36.8,0.0,15.0,1012.8
1959,2025-03-10,Sydney,Australia,Oceania,23.8,67.7,3.7,9.3,1009.5
601,2025-03-02,London,UK,Europe,9.7,71.1,1.3,26.3,1016.3
1435,2025-03-26,Buenos Aires,Argentina,South America,20.8,66.0,2.3,18.6,1021.2
658,2025-01-28,Paris,France,Europe,17.6,69.4,2.2,11.2,1011.3
41,2025-02-10,Bangkok,Thailand,Asia,33.5,79.5,12.3,21.3,1004.7
1134,2025-02-23,Mexico City,Mexico,North America,16.6,63.6,5.9,4.6,1021.0
1754,2025-02-13,Nairobi,Kenya,Africa,20.6,68.1,4.7,15.3,1017.7
1577,2025-02-16,Cairo,Egypt,Africa,22.6,43.1,5.1,14.7,1013.8
834,2025-01-24,Moscow,Russia,Europe,8.6,65.6,1.0,20.9,1008.7
296,2025-01-26,Singapore,Singapore,Asia,31.4,79.0,10.7,9.7,1010.4
690,2025-03-01,Paris,France,Europe,12.6,71.1,0.0,12.7,1010.5
448,2025-03-29,Beijing,China,Asia,18.8,45.1,0.0,12.6,1017.1
1827,2025-01-27,Cape Town,South Africa,Africa,21.8,,3.0,16.6,1003.9
637,2025-01-07,Paris,France,Europe,14.9,76.2,0.0,13.0,1008.3
1952,2025-03-03,Sydney,Australia,Oceania,24.1,71.2,1.0,14.2,1009.7
1919,2025-01-29,Sydney,Australia,Oceania,22.1,62.5,8.0,21.8,1013.6
1942,2025-02-21,Sydney,Australia,Oceania,19.1,77.5,7.0,6.9,1006.5
1630,2025-01-10,Lagos,Nigeria,Africa,27.6,87.0,13.7,16.6,1009.6
992,2025-01-02,Los Angeles,USA,North America,14.7,53.4,5.2,14.7,1016.0
530,2025-03-21,Mumbai,India,Asia,30.0,67.0,0.4,15.1,1018.4
1618,2025-03-29,Cairo,Egypt,Africa,27.6,29.1,0.0,17.6,1009.9
919,2025-01-19,New York,USA,North America,12.8,63.6,5.2,2.0,1013.0
915,2025-01-15,New York,USA,North America,12.5,59.6,6.2,11.5,1008.5
1944,2025-02-23,Sydney,Australia,Oceania,21.0,67.1,0.0,18.6,1009.3
931,2025-01-31,New York,USA,North America,14.4,67.0,3.2,18.7,1017.2
1502,2025-03-03,Lima,Peru,South America,16.9,76.6,0.0,10.2,1010.0
595,2025-02-24,London,UK,Europe,9.5,77.5,0.0,26.9,1018.5
1984,2025-01-04,Auckland,New Zealand,Oceania,16.0,88.5,1.8,13.9,1013.6
1662,2025-02-11,Lagos,Nigeria,Africa,31.6,70.6,14.6,11.2,1011.4
580,2025-02-09,London,UK,Europe,23.4,61.3,9.9,13.3,1014.7
793,2025-03-14,Berlin,Germany,Europe,12.0,85.1,2.2,19.6,1009.4
790,2025-03-11,Berlin,Germany,Europe,16.0,74.3,3.7,13.3,1005.3
1384,2025-02-03,Buenos Aires,Argentina,South America,17.0,59.3,13.2,25.5,1012.8
1891,2025-01-01,Sydney,Australia,Oceania,17.6,68.3,0.5,16.4,1017.7
1726,2025-01-16,Nairobi,Kenya,Africa,20.6,57.3,7.8,18.9,1008.9
486,2025-02-05,Mumbai,India,Asia,31.6,74.6,5.8,21.7,1011.0
196,2025-01-16,Tokyo,Japan,Asia,12.4,56.4,0.0,5.5,1017.6
2030,2025-02-19,Auckland,New Zealand,Oceania,20.8,68.6,3.4,4.6,1010.6
1308,2025-02-17,Sao Paulo,Brazil,South America,25.0,64.4,7.8,11.9,1006.9
2022,2025-02-11,Auckland,New Zealand,Oceania,16.3,82.5,3.6,14.5,1020.9
1073,2025-03-24,Los Angeles,USA,North America,21.8,55.9,1.2,9.4,1011.9
1201,2025-01-31,Toronto,Canada,North America,8.2,60.0,0.0,11.7,1011.7
481,2025-01-31,Mumbai,India,Asia,28.2,71.4,3.8,13.4,1023.0
1524,2025-03-25,Lima,Peru,South America,20.3,76.3,7.0,7.1,1015.4
387,2025-01-27,Beijing,China,Asia,11.7,49.0,0.1,14.4,1028.9
258,2025-03-19,Tokyo,Japan,Asia,16.6,45.3,6.0,8.4,1000.1
1664,2025-02-13,Lagos,Nigeria,Africa,31.7,,10.4,10.0,1010.0
1312,2025-02-21,Sao Paulo,Brazil,South America,19.6,71.1,9.4,19.1,1021.4
1728,2025-01-18,Nairobi,Kenya,Africa,17.3,70.2,0.0,18.1,1009.3
958,2025-02-27,New York,USA,North America,15.6,67.8,0.4,2.5,1012.0
1716,2025-01-06,Nairobi,Kenya,Africa,20.4,60.1,0.1,1.5,1015.6
1986,2025-01-06,Auckland,New Zealand,Oceania,14.1,71.3,3.1,19.1,1016.3
1208,2025-02-07,Toronto,Canada,North America,11.6,71.9,0.0,19.9,1017.9
1706,2025-03-27,Lagos,Nigeria,Africa,28.3,79.4,7.8,21.1,1010.3
969,2025-03-10,New York,USA,North America,14.7,62.6,5.7,,1020.0
34,2025-02-03,Bangkok,Thailand,Asia,33.2,81.6,15.6,13.5,1008.5
81,2025-03-22,Bangkok,Thailand,Asia,30.0,70.2,8.0,15.3,
961,2025-03-02,New York,USA,North America,17.7,61.5,0.0,10.8,1011.4
1481,2025-02-10,Lima,Peru,South America,20.0,79.6,0.6,13.9,1008.4
1090,2025-01-10,Mexico City,Mexico,North America,17.1,47.2,10.1,16.9,1004.6
2029,2025-02-18,Auckland,New Zealand,Oceania,17.5,84.0,1.5,10.0,1014.4
1311,2025-02-20,Sao Paulo,Brazil,South America,23.0,81.3,6.6,10.5,1011.3
1570,2025-02-09,Cairo,Egypt,Africa,29.2,37.9,0.3,11.1,1011.0
1587,2025-02-26,Cairo,Egypt,Africa,27.8,55.8,0.0,23.2,1011.9
444,2025-03-25,Beijing,China,Asia,17.6,41.5,1.7,27.6,1011.5
66,2025-03-07,Bangkok,Thailand,Asia,30.6,84.3,11.2,18.7,1016.8
1411,2025-03-02,Buenos Aires,Argentina,South America,23.9,71.2,7.2,16.9,1013.9
1347,2025-03-28,Sao Paulo,Brazil,South America,28.2,64.9,5.6,10.9,1016.7
548,2025-01-08,London,UK,Europe,10.2,75.3,4.4,24.3,1018.1
1694,2025-03-15,Lagos,Nigeria,Africa,29.9,86.8,12.6,7.7,1009.6
59,2025-02-28,Bangkok,Thailand,Asia,32.9,71.1,5.6,20.1,1015.1
879,2025-03-10,Moscow,Russia,Europe,10.0,74.6,,11.8,1018.0
797,2025-03-18,Berlin,Germany,Europe,17.3,83.1,14.6,8.3,1014.5
1658,2025-02-07,Lagos,Nigeria,Africa,31.8,83.2,2.9,11.2,1001.6
89,2025-03-30,Bangkok,Thailand,Asia,35.0,74.7,0.0,14.5,1005.2
566,2025-01-26,London,UK,Europe,17.0,88.0,2.8,20.7,1010.8
1935,2025-02-14,Sydney,Australia,Oceania,21.3,68.1,0.0,5.4,1016.8
1625,2025-01-05,Lagos,Nigeria,Africa,30.2,72.6,8.7,14.9,1011.0
1127,2025-02-16,Mexico City,Mexico,North America,18.0,64.9,3.6,16.8,1008.3
255,2025-03-16,Tokyo,Japan,Asia,22.6,64.9,0.0,13.1,1020.3
1903,2025-01-13,Sydney,Australia,Oceania,12.9,56.8,6.9,13.5,1014.2
1617,2025-03-28,Cairo,Egypt,Africa,25.2,54.1,0.0,19.7,1004.2
857,2025-02-16,Moscow,Russia,Europe,13.1,55.9,6.6,20.8,1008.3
18,2025-01-18,Bangkok,Thailand,Asia,30.0,82.3,9.3,11.8,1016.1
5,2025-01-05,Bangkok,Thailand,Asia,34.0,73.2,8.3,6.5,1009.7
1160,2025-03-21,Mexico City,Mexico,North America,20.7,82.8,2.0,18.1,1009.1
2068,2025-03-29,Auckland,New Zealand,Oceania,18.8,71.4,10.5,11.8,1006.2
1346,2025-03-27,Sao Paulo,Brazil,South America,27.0,65.5,4.1,-5.0,1023.7
100,2025-01-10,Chiang Mai,Thailand,Asia,29.0,56.7,4.2,9.7,1004.7
1987,2025-01-07,Auckland,New Zealand,Oceania,13.7,71.2,6.6,10.7,1013.4
364,2025-01-04,Beijing,China,Asia,11.0,27.8,,13.7,1007.1
1289,2025-01-29,Sao Paulo,Brazil,South America,17.2,71.0,0.0,20.4,1017.7
1484,2025-02-13,Lima,Peru,South America,17.3,81.3,0.0,14.9,1011.5
37,2025-02-06,Bangkok,Thailand,Asia,33.9,68.1,3.7,17.9,1011.7
97,2025-01-07,Chiang Mai,Thailand,Asia,27.2,57.4,0.0,16.2,1008.5
95,2025-01-05,Chiang Mai,Thailand,Asia,26.7,46.6,0.0,23.2,1022.9
1018,2025-01-28,Los Angeles,USA,North America,25.7,54.9,3.0,15.5,1008.7
837,2025-01-27,Moscow,Russia,Europe,7.5,63.9,0.0,,1010.1
135,2025-02-14,Chiang Mai,Thailand,Asia,32.9,48.4,3.6,12.8,1004.6
856,2025-02-15,Moscow,Russia,Europe,7.6,63.2,0.0,14.6,1015.2
996,2025-01-06,Los Angeles,USA,North America,15.0,66.0,1.5,17.3,999.7
1424,2025-03-15,Buenos Aires,Argentina,South America,20.7,82.0,1.5,10.0,1017.1
1937,2025-02-16,Sydney,Australia,Oceania,19.9,53.9,7.0,10.3,1008.3
650,2025-01-20,Paris,France,Europe,15.3,75.5,0.1,16.4,1001.9
1624,2025-01-04,Lagos,Nigeria,Africa,26.9,73.9,8.4,13.6,1013.1
762,2025-02-11,Berlin,Germany,Europe,13.9,,0.0,18.9,1017.9
828,2025-01-18,Moscow,Russia,Europe,5.2,67.6,3.4,20.3,1013.0
1788,2025-03-19,Nairobi,Kenya,Africa,22.8,,13.0,17.9,1012.1
499,2025-02-18,Mumbai,India,Asia,31.0,64.5,4.0,23.7,1005.5
1005,2025-01-15,Los Angeles,USA,North America,18.9,49.1,0.3,5.4,1026.7
940,2025-02-09,New York,USA,North America,15.0,,8.1,15.8,1010.2
295,2025-01-25,Singapore,Singapore,Asia,32.7,75.1,8.5,15.1,1008.3
1151,2025-03-12,Mexico City,Mexico,North America,20.6,48.1,,6.9,1011.8
224,2025-02-13,Tokyo,Japan,Asia,19.7,79.2,3.8,16.2,1019.3
977,2025-03-18,New York,USA,North America,19.4,73.0,0.0,17.9,1016.8
667,2025-02-06,Paris,France,Europe,16.7,59.6,9.4,18.4,1021.4
1847,2025-02-16,Cape Town,South Africa,Africa,19.8,70.2,2.3,14.2,1020.1
888,2025-03-19,Moscow,Russia,Europe,10.6,77.4,0.9,13.0,1016.0
401,2025-02-10,Beijing,China,Asia,13.9,43.8,0.0,13.2,1001.6
1889,2025-03-30,Cape Town,South Africa,Africa,16.6,63.0,0.0,15.5,1021.6
1902,2025-01-12,Sydney,Australia,Oceania,21.3,64.0,5.9,12.6,1018.0
1191,2025-01-21,Toronto,Canada,North America,10.8,65.2,0.1,19.9,1016.2
1328,2025-03-09,Sao Paulo,Brazil,South America,22.7,75.1,0.0,12.6,1012.8
513,2025-03-04,Mumbai,India,Asia,29.0,70.7,2.3,16.5,1007.6
617,2025-03-18,London,UK,Europe,17.9,79.1,0.0,8.3,1011.9
616,2025-03-17,London,UK,Europe,19.4,84.2,5.2,16.4,1011.5
686,2025-02-25,Paris,France,Europe,17.9,74.0,8.5,17.7,1019.6
1368,2025-01-18,Buenos Aires,Argentina,South America,16.3,75.4,0.0,11.5,1011.5
680,2025-02-19,Paris,France,Europe,11.6,76.0,9.0,28.6,1010.6
782,2025-03-03,Berlin,Germany,Europe,12.7,80.6,0.0,18.5,1008.6
1588,2025-02-27,Cairo,Egypt,Africa,28.5,27.3,9.7,24.0,1011.3
1089,2025-01-09,Mexico City,Mexico,North America,16.1,52.9,0.0,11.8,1017.5
24,2025-01-24,Bangkok,Thailand,Asia,32.4,74.7,3.3,21.9,1017.5
1125,2025-02-14,Mexico City,Mexico,North America,19.0,43.8,0.0,17.9,1023.3
200,2025-01-20,Tokyo,Japan,Asia,16.6,,6.6,11.6,1016.4
306,2025-02-05,Singapore,Singapore,Asia,33.0,95.1,15.2,12.1,1006.3
246,2025-03-07,Tokyo,Japan,Asia,19.3,60.4,3.4,20.8,1026.3
1177,2025-01-07,Toronto,Canada,North America,3.5,,5.7,6.0,1004.1
1319,2025-02-28,Sao Paulo,Brazil,South America,22.9,62.6,10.9,11.3,1002.0
1544,2025-01-14,Cairo,Egypt,Africa,25.6,39.3,4.7,13.2,1005.6
468,2025-01-18,Mumbai,India,Asia,30.7,74.0,6.2,15.0,1009.0
656,2025-01-26,Paris,France,Europe,17.1,81.4,,15.5,1016.3
21,2025-01-21,Bangkok,Thailand,Asia,27.9,71.6,6.6,10.2,1012.0
378,2025-01-18,Beijing,China,Asia,14.9,38.5,3.7,12.2,1012.9
858,2025-02-17,Moscow,Russia,Europe,8.4,64.3,2.7,24.1,1016.6
28,2025-01-28,Bangkok,Thailand,Asia,35.7,68.7,6.7,19.9,1005.6
1377,2025-01-27,Buenos Aires,Argentina,South America,20.3,67.6,0.1,13.9,1014.1
1358,2025-01-08,Buenos Aires,Argentina,South America,17.5,75.8,0.0,8.4,1017.1
404,2025-02-13,Beijing,China,Asia,15.3,42.9,0.0,18.8,1005.6
854,2025-02-13,Moscow,Russia,Europe,9.0,70.3,0.0,8.3,1018.6
226,2025-02-15,Tokyo,Japan,Asia,16.0,62.4,1.0,14.6,1015.0
645,2025-01-15,Paris,France,Europe,,78.1,8.5,19.2,1014.7
1967,2025-03-18,Sydney,Australia,Oceania,19.3,58.5,1.2,12.9,1026.0
784,2025-03-05,Berlin,Germany,Europe,13.3,69.3,4.2,20.7,1012.6
2067,2025-03-28,Auckland,New Zealand,Oceania,17.1,73.7,11.6,14.1,1014.2
1812,2025-01-12,Cape Town,South Africa,Africa,16.1,63.5,1.5,6.1,1019.9
618,2025-03-19,London,UK,Europe,15.7,77.5,7.9,3.3,1013.9
794,2025-03-15,Berlin,Germany,Europe,14.7,72.5,0.0,27.1,1020.7
918,2025-01-18,New York,USA,North America,17.2,70.2,6.7,12.2,1006.5
85,2025-03-26,Bangkok,Thailand,Asia,39.1,89.0,7.0,20.8,1016.9
1752,2025-02-11,Nairobi,Kenya,Africa,24.8,56.0,5.2,16.0,1021.8
1922,2025-02-01,Sydney,Australia,Oceania,23.9,42.6,4.7,6.4,1016.0
1272,2025-01-12,Sao Paulo,Brazil,South America,20.2,89.2,0.0,3.1,1004.0
1730,2025-01-20,Nairobi,Kenya,Africa,15.4,42.4,3.1,16.5,1006.2
604,2025-03-05,London,UK,Europe,17.2,65.8,0.0,12.3,1016.3
818,2025-01-08,Moscow,Russia,Europe,5.0,74.9,2.3,21.8,1010.7
454,2025-01-04,Mumbai,India,Asia,31.3,55.8,7.3,12.0,1012.5
1572,2025-02-11,Cairo,Egypt,Africa,23.5,35.4,0.0,0.0,1016.3
1767,2025-02-26,Nairobi,Kenya,Africa,21.4,55.2,2.1,20.7,1017.2
1525,2025-03-26,Lima,Peru,South America,21.0,71.0,0.0,,1029.3
814,2025-01-04,Moscow,Russia,Europe,3.7,69.5,3.2,7.9,1019.3
1946,2025-02-25,Sydney,Australia,Oceania,20.5,65.0,0.0,12.2,1015.3
214,2025-02-03,Tokyo,Japan,Asia,15.4,49.6,8.6,12.2,1015.1
1818,2025-01-18,Cape Town,South Africa,Africa,17.2,81.3,10.0,14.2,1009.5
1112,2025-02-01,Mexico City,Mexico,North America,15.5,58.6,7.2,14.8,1017.7
363,2025-01-03,Beijing,China,Asia,12.0,46.2,8.4,20.4,1011.4
1287,2025-01-27,Sao Paulo,Brazil,South America,20.2,51.1,0.0,7.0,1013.8
1075,2025-03-26,Los Angeles,USA,North America,18.9,46.0,0.0,14.6,1015.6
560,2025-01-20,London,UK,Europe,10.2,82.6,0.0,12.8,1014.8
1727,2025-01-17,Nairobi,Kenya,Africa,16.8,57.7,10.1,21.9,1006.3
533,2025-03-24,Mumbai,India,Asia,29.0,62.8,8.4,9.3,1015.8
535,2025-03-26,Mumbai,India,Asia,30.2,74.7,7.0,11.8,1006.9
697,2025-03-08,Paris,France,Europe,14.9,51.2,1.6,14.6,1006.9
1072,2025-03-23,Los Angeles,USA,North America,24.2,41.9,,4.2,1011.4
1143,2025-03-04,Mexico City,Mexico,North America,20.8,49.7,6.4,17.4,1015.4
1674,2025-02-23,Lagos,Nigeria,Africa,31.1,86.5,8.5,24.8,1014.4
237,2025-02-26,Tokyo,Japan,Asia,19.8,71.1,7.7,5.6,
1930,2025-02-09,Sydney,Australia,Oceania,19.8,69.0,2.9,16.9,1014.3
2044,2025-03-05,Auckland,New Zealand,Oceania,16.2,85.2,0.0,22.1,1016.1
1250,2025-03-21,Toronto,Canada,North America,14.2,69.3,5.6,4.8,1019.0
1487,2025-02-16,Lima,Peru,South America,22.0,63.6,2.8,9.5,1010.3
1921,2025-01-31,Sydney,Australia,Oceania,14.5,75.1,3.8,12.7,1018.1
1732,2025-01-22,Nairobi,Kenya,Africa,17.5,57.2,10.6,15.4,1013.8
978,2025-03-19,New York,USA,North America,15.7,55.8,9.4,16.4,1016.8
1647,2025-01-27,Lagos,Nigeria,Africa,28.8,67.2,0.0,11.5,1019.3
1204,2025-02-03,Toronto,Canada,North America,9.1,82.4,3.8,14.1,1018.8
579,2025-02-08,London,UK,Europe,13.8,61.0,6.1,16.3,1016.0
1991,2025-01-11,Auckland,New Zealand,Oceania,17.9,79.8,0.4,9.2,1014.5
1192,2025-01-22,Toronto,Canada,North America,12.6,64.0,5.4,12.3,1025.3
819,2025-01-09,Moscow,Russia,Europe,2.9,79.4,1.5,16.3,1020.4
1851,2025-02-20,Cape Town,South Africa,Africa,18.1,78.4,0.3,7.1,1014.3
995,2025-01-05,Los Angeles,USA,North America,22.2,54.4,0.0,2.5,1004.2
1332,2025-03-13,Sao Paulo,Brazil,South America,28.3,61.8,11.1,14.3,1014.8
368,2025-01-08,Beijing,China,Asia,14.5,35.9,2.4,14.8,1011.8
1660,2025-02-09,Lagos,Nigeria,Africa,32.1,97.8,8.5,13.9,1019.2
1639,2025-01-19,Lagos,Nigeria,Africa,29.8,78.7,6.7,15.5,1013.6
300,2025-01-30,Singapore,Singapore,Asia,35.0,96.5,13.8,21.1,1016.6
49,2025-02-18,Bangkok,Thailand,Asia,31.0,74.1,10.0,20.2,1005.8
2019,2025-02-08,Auckland,New Zealand,Oceania,16.4,68.9,0.0,9.1,1012.3
772,2025-02-21,Berlin,Germany,Europe,12.7,58.8,4.4,10.7,1011.8
148,2025-02-27,Chiang Mai,Thailand,Asia,31.5,67.0,8.9,25.0,1019.1
1354,2025-01-04,Buenos Aires,Argentina,South America,19.3,85.1,4.1,24.9,1009.2
743,2025-01-23,Berlin,Germany,Europe,8.0,59.5,3.1,2.2,1019.1
1857,2025-02-26,Cape Town,South Africa,Africa,23.2,65.9,0.0,19.2,1014.2
2060,2025-03-21,Auckland,New Zealand,Oceania,18.2,59.2,10.3,21.5,1015.7
2064,2025-03-25,Auckland,New Zealand,Oceania,21.3,87.8,,21.8,1025.4
379,2025-01-19,Beijing,China,Asia,15.7,45.1,0.3,14.3,1012.5
1928,2025-02-07,Sydney,Australia,Oceania,16.9,64.4,9.0,11.3,1011.6
625,2025-03-26,London,UK,Europe,13.8,73.1,5.0,12.9,1012.2
194,2025-01-14,Tokyo,Japan,Asia,20.6,54.6,11.2,14.8,1004.4
1009,2025-01-19,Los Angeles,USA,North America,20.5,,0.3,10.1,1018.0
939,2025-02-08,New York,USA,North America,15.3,63.9,6.8,18.2,1011.9
1689,2025-03-10,Lagos,Nigeria,Africa,28.7,93.2,6.1,7.1,1014.1
543,2025-01-03,London,UK,Europe,9.2,90.3,5.0,6.6,1015.2
516,2025-03-07,Mumbai,India,Asia,28.8,81.7,10.0,16.7,1023.6
649,2025-01-19,Paris,France,Europe,13.3,94.9,0.0,21.4,1012.0
1871,2025-03-12,Cape Town,South Africa,Africa,21.6,68.8,0.0,16.0,1000.0
769,2025-02-18,Berlin,Germany,Europe,11.5,64.3,5.9,6.8,1022.7
905,2025-01-05,New York,USA,North America,12.1,70.6,5.0,27.5,1020.1
1140,2025-03-01,Mexico City,Mexico,North America,21.7,54.8,0.0,14.4,1016.7
943,2025-02-12,New York,USA,North America,14.2,66.7,4.6,17.1,
1117,2025-02-06,Mexico City,Mexico,North America,24.1,66.2,9.6,17.3,1020.0
1960,2025-03-11,Sydney,Australia,Oceania,24.8,64.6,4.5,14.3,1005.9
1257,2025-03-28,Toronto,Canada,North America,13.3,66.5,6.7,21.1,1009.4
1904,2025-01-14,Sydney,Australia,Oceania,15.6,79.8,7.8,13.8,1010.6
440,2025-03-21,Beijing,China,Asia,15.3,48.4,2.1,,1015.9
78,2025-03-19,Bangkok,Thailand,Asia,34.3,77.7,,20.7,1009.5
2046,2025-03-07,Auckland,New Zealand,Oceania,20.9,72.7,4.3,11.8,1008.1
332,2025-03-03,Singapore,Singapore,Asia,30.8,81.3,14.3,,1019.8
1288,2025-01-28,Sao Paulo,Brazil,South America,21.0,,3.9,18.0,1016.2
